LIST,SUBJ,Group,Trial_Order,List_Order,Target.ACC,Target.RESP,RT.1000,RT.ERR,RT,List_ID,Trigger,ITEM_ID,PRIME,TARGET,prod,rel,transparency,init_sound
1,8,1,34,34,1,6,689,689,689,84,84,84,sculptor,sculpt,High,Related,Transparent,Vowel
1,8,1,48,48,1,6,557,557,557,85,85,85,selfish,self,High,Related,Transparent,Vowel
1,8,1,186,186,1,6,477,477,477,86,86,86,freshen,fresh,High,Related,Transparent,Vowel
1,8,1,185,185,1,6,653,653,653,87,87,87,debtor,debt,High,Related,Transparent,Vowel
1,8,1,153,153,1,6,486,486,486,88,88,88,prayer,pray,High,Related,Transparent,Vowel
1,8,1,189,189,0,5,599.557,,830,89,89,89,professor,profess,High,Related,Transparent,Vowel
1,8,1,32,32,1,6,577,577,577,90,90,90,soften,soft,High,Related,Transparent,Vowel
1,8,1,26,26,1,6,704,704,704,91,91,91,fasten,fast,High,Related,Transparent,Vowel
2,8,1,254,54,1,6,613,613,613,92,92,92,drawer,draw,High,Related,Transparent,Vowel
2,8,1,270,70,1,6,561,561,561,93,93,93,greenish,green,High,Related,Transparent,Vowel
2,8,1,281,81,1,6,404,404,404,94,94,94,bookish,book,High,Related,Transparent,Vowel
2,8,1,264,64,1,6,576,576,576,95,95,95,drunken,drunk,High,Related,Transparent,Vowel
2,8,1,263,63,1,6,488,488,488,96,96,96,foolish,fool,High,Related,Transparent,Vowel
2,8,1,336,136,1,6,442,442,442,97,97,97,freakish,freak,High,Related,Transparent,Vowel
2,8,1,313,113,1,6,483,483,483,98,98,98,flaxen,flax,High,Related,Transparent,Vowel
2,8,1,284,84,1,6,596,596,596,99,99,99,hunter,hunt,High,Related,Transparent,Vowel
2,8,1,368,168,1,6,576,576,576,100,100,100,sailor,sail,High,Related,Transparent,Vowel
2,8,1,209,9,1,6,490,490,490,1,101,101,kindling,bread,Low,Unrelated,Opaque,Consonant
2,8,1,247,47,1,6,476,476,476,2,102,102,dumpling,hear,Low,Unrelated,Opaque,Consonant
2,8,1,279,79,1,6,484,484,484,3,103,103,random,you,Low,Unrelated,Opaque,Consonant
1,8,1,74,74,1,6,523,523,523,4,104,104,breadth,kind,Low,Unrelated,Opaque,Consonant
1,8,1,141,141,1,6,594,594,594,5,105,105,hearth,dump,Low,Unrelated,Opaque,Consonant
1,8,1,50,50,1,6,597,597,597,6,106,106,youth,ran,Low,Unrelated,Opaque,Consonant
1,8,1,96,96,1,6,504,504,504,7,107,107,pillory,dear,Low,Unrelated,Opaque,Consonant
2,8,1,369,169,1,6,593,593,593,8,108,108,hickory,car,Low,Unrelated,Opaque,Vowel
2,8,1,331,131,1,6,440,440,440,9,109,109,auditory,rat,Low,Unrelated,Opaque,Vowel
2,8,1,282,82,1,6,636,636,636,10,110,110,testify,fact,Low,Unrelated,Opaque,Vowel
2,8,1,249,49,1,6,517,517,517,11,111,111,dearth,pill,Low,Unrelated,Opaque,Vowel
1,8,1,158,158,1,6,887,887,887,12,112,112,career,hick,Low,Unrelated,Opaque,Vowel
1,8,1,171,171,1,6,666,666,666,13,113,113,ratify,audit,Low,Unrelated,Opaque,Vowel
1,8,1,81,81,1,6,605,605,605,14,114,114,factory,test,Low,Unrelated,Opaque,Vowel
2,8,1,256,56,1,6,478,478,478,15,115,115,boredom,seed,Low,Unrelated,Transparent,Consonant
2,8,1,234,34,1,6,465,465,465,16,116,116,tenth,warm,Low,Unrelated,Transparent,Consonant
2,8,1,217,17,1,6,597,597,597,17,117,117,freedom,four,Low,Unrelated,Transparent,Consonant
2,8,1,211,11,1,6,547,547,547,18,118,118,kingdom,boy,Low,Unrelated,Transparent,Consonant
2,8,1,312,112,1,6,491,491,491,19,119,119,sapling,eleven,Low,Unrelated,Transparent,Consonant
2,8,1,397,197,1,6,527,527,527,20,120,120,earthling,six,Low,Unrelated,Transparent,Consonant
2,8,1,392,192,1,6,623,623,623,21,121,121,growth,duck,Low,Unrelated,Transparent,Consonant
2,8,1,299,99,1,6,560,560,560,22,122,122,serfdom,star,Low,Unrelated,Transparent,Consonant
2,8,1,361,161,1,6,391,391,391,23,123,123,health,man,Low,Unrelated,Transparent,Consonant
1,8,1,184,184,1,6,501,501,501,24,124,124,seedling,bore,Low,Unrelated,Transparent,Consonant
1,8,1,39,39,1,6,555,555,555,25,125,125,warmth,ten,Low,Unrelated,Transparent,Consonant
1,8,1,125,125,1,6,687,687,687,26,126,126,fourth,free,Low,Unrelated,Transparent,Consonant
1,8,1,126,126,1,6,688,688,688,27,127,127,boyhood,king,Low,Unrelated,Transparent,Consonant
1,8,1,12,12,1,6,916,916,916,28,128,128,eleventh,sap,Low,Unrelated,Transparent,Consonant
1,8,1,7,7,1,6,619,619,619,29,129,129,sixth,earth,Low,Unrelated,Transparent,Consonant
1,8,1,37,37,1,6,522,522,522,30,130,130,duckling,grow,Low,Unrelated,Transparent,Consonant
1,8,1,72,72,0,5,599.557,,786,31,131,131,stardom,serf,Low,Unrelated,Transparent,Consonant
1,8,1,89,89,1,6,486,486,486,32,132,132,manhood,heal,Low,Unrelated,Transparent,Consonant
2,8,1,244,44,1,6,539,539,539,33,133,133,classify,cash,Low,Unrelated,Transparent,Vowel
2,8,1,343,143,1,6,539,539,539,34,134,134,hotelier,solid,Low,Unrelated,Transparent,Vowel
2,8,1,228,28,1,6,599,599,599,35,135,135,marketeer,fort,Low,Unrelated,Transparent,Vowel
2,8,1,257,57,1,6,526,526,526,36,136,136,justify,profit,Low,Unrelated,Transparent,Vowel
2,8,1,346,146,1,6,892,892,892,37,137,137,courtier,direct,Low,Unrelated,Transparent,Vowel
2,8,1,235,35,1,6,569,569,569,38,138,138,nullify,arm,Low,Unrelated,Transparent,Vowel
2,8,1,243,43,1,6,771,771,771,39,139,139,racketeer,acid,Low,Unrelated,Transparent,Vowel
2,8,1,327,127,1,6,455,455,455,40,140,140,musketeer,front,Low,Unrelated,Transparent,Vowel
2,8,1,301,101,1,6,521,521,521,41,141,141,clothier,humid,Low,Unrelated,Transparent,Vowel
1,8,1,42,42,1,6,595,595,595,42,142,142,cashier,class,Low,Unrelated,Transparent,Vowel
1,8,1,108,108,1,6,595,595,595,43,143,143,solidify,hotel,Low,Unrelated,Transparent,Vowel
1,8,1,176,176,1,6,467,467,467,44,144,144,fortify,market,Low,Unrelated,Transparent,Vowel
1,8,1,180,180,1,6,572,572,572,45,145,145,profiteer,just,Low,Unrelated,Transparent,Vowel
1,8,1,163,163,1,6,704,704,704,46,146,146,directory,court,Low,Unrelated,Transparent,Vowel
1,8,1,18,18,0,5,599.557,,885,47,147,147,armory,null,Low,Unrelated,Transparent,Vowel
1,8,1,191,191,1,6,495,495,495,48,148,148,acidify,racket,Low,Unrelated,Transparent,Vowel
1,8,1,10,10,0,5,599.557,,1044,49,149,149,frontier,musket,Low,Unrelated,Transparent,Vowel
1,8,1,138,138,1,6,626,626,626,50,150,150,humidify,cloth,Low,Unrelated,Transparent,Vowel
2,8,1,345,145,1,6,547,547,547,51,151,151,imply,wit,High,Unrelated,Opaque,Consonant
1,8,1,113,113,1,6,908,908,908,52,152,152,witness,imp,High,Unrelated,Opaque,Consonant
2,8,1,351,151,1,6,565,565,565,53,153,153,flower,list,High,Unrelated,Opaque,Vowel
2,8,1,223,23,1,6,487,487,487,54,154,154,traitor,past,High,Unrelated,Opaque,Vowel
2,8,1,297,97,1,6,599,599,599,55,155,155,limber,ban,High,Unrelated,Opaque,Vowel
2,8,1,310,110,1,6,490,490,490,56,156,156,hunger,heath,High,Unrelated,Opaque,Vowel
2,8,1,214,14,1,6,556,556,556,57,157,157,pollen,mist,High,Unrelated,Opaque,Vowel
2,8,1,285,85,1,6,549,549,549,58,158,158,vanish,rapt,High,Unrelated,Opaque,Vowel
1,8,1,69,69,1,6,626,626,626,59,159,159,listen,flow,High,Unrelated,Opaque,Vowel
1,8,1,80,80,1,6,668,668,668,60,160,160,pastor,trait,High,Unrelated,Opaque,Vowel
1,8,1,107,107,1,6,643,643,643,61,161,161,banish,limb,High,Unrelated,Opaque,Vowel
1,8,1,137,137,1,6,666,666,666,62,162,162,heathen,hung,High,Unrelated,Opaque,Vowel
1,8,1,1,1,1,6,599.557,1353,1353,63,163,163,mister,poll,High,Unrelated,Opaque,Vowel
1,8,1,84,84,1,6,685,685,685,64,164,164,raptor,van,High,Unrelated,Opaque,Vowel
2,8,1,237,37,1,6,434,434,434,65,165,165,weakness,help,High,Unrelated,Transparent,Consonant
2,8,1,290,90,1,6,526,526,526,66,166,166,greatly,chief,High,Unrelated,Transparent,Consonant
2,8,1,225,25,1,6,478,478,478,67,167,167,illness,strong,High,Unrelated,Transparent,Consonant
2,8,1,242,42,1,6,563,563,563,68,168,168,calmness,deaf,High,Unrelated,Transparent,Consonant
2,8,1,344,144,1,6,571,571,571,69,169,169,deathlike,dead,High,Unrelated,Transparent,Consonant
2,8,1,210,10,1,6,699,699,699,70,170,170,waiflike,sick,High,Unrelated,Transparent,Consonant
2,8,1,360,160,1,6,479,479,479,71,171,171,highly,worth,High,Unrelated,Transparent,Consonant
2,8,1,333,133,1,6,529,529,529,72,172,172,stainless,thank,High,Unrelated,Transparent,Consonant
2,8,1,329,129,1,6,439,439,439,73,173,173,warlike,tooth,High,Unrelated,Transparent,Consonant
1,8,1,16,16,1,6,661,661,661,74,174,174,helpless,weak,High,Unrelated,Transparent,Consonant
1,8,1,174,174,1,6,451,451,451,75,175,175,chiefly,great,High,Unrelated,Transparent,Consonant
1,8,1,78,78,1,6,628,628,628,76,176,176,strongly,ill,High,Unrelated,Transparent,Consonant
1,8,1,129,129,1,6,608,608,608,77,177,177,deafness,calm,High,Unrelated,Transparent,Consonant
1,8,1,124,124,1,6,871,871,871,78,178,178,deadly,death,High,Unrelated,Transparent,Consonant
1,8,1,188,188,0,5,599.557,,1206,79,179,179,sickness,waif,High,Unrelated,Transparent,Consonant
1,8,1,145,145,1,6,588,588,588,80,180,180,worthless,high,High,Unrelated,Transparent,Consonant
1,8,1,183,183,1,6,525,525,525,81,181,181,thankless,stain,High,Unrelated,Transparent,Consonant
1,8,1,28,28,1,6,543,543,543,82,182,182,toothless,war,High,Unrelated,Transparent,Consonant
2,8,1,304,104,1,6,498,498,498,83,183,183,drawer,tract,High,Unrelated,Transparent,Vowel
2,8,1,255,55,1,6,742,742,742,84,184,184,greenish,sculpt,High,Unrelated,Transparent,Vowel
2,8,1,314,114,1,6,452,452,452,85,185,185,bookish,self,High,Unrelated,Transparent,Vowel
2,8,1,226,26,1,6,503,503,503,86,186,186,drunken,fresh,High,Unrelated,Transparent,Vowel
2,8,1,377,177,1,6,491,491,491,87,187,187,foolish,debt,High,Unrelated,Transparent,Vowel
2,8,1,321,121,1,6,518,518,518,88,188,188,freakish,pray,High,Unrelated,Transparent,Vowel
2,8,1,350,150,1,6,821,821,821,89,189,189,flaxen,profess,High,Unrelated,Transparent,Vowel
2,8,1,231,31,1,6,624,624,624,90,190,190,hunter,soft,High,Unrelated,Transparent,Vowel
2,8,1,395,195,1,6,551,551,551,91,191,191,sailor,fast,High,Unrelated,Transparent,Vowel
1,8,1,154,154,1,6,510,510,510,92,192,192,tractor,draw,High,Unrelated,Transparent,Vowel
1,8,1,87,87,1,6,566,566,566,93,193,193,sculptor,green,High,Unrelated,Transparent,Vowel
1,8,1,199,199,1,6,544,544,544,94,194,194,selfish,book,High,Unrelated,Transparent,Vowel
1,8,1,200,200,1,6,585,585,585,95,195,195,freshen,drunk,High,Unrelated,Transparent,Vowel
1,8,1,190,190,1,6,462,462,462,96,196,196,debtor,fool,High,Unrelated,Transparent,Vowel
1,8,1,6,6,1,6,578,578,578,97,197,197,prayer,freak,High,Unrelated,Transparent,Vowel
1,8,1,175,175,1,6,547,547,547,98,198,198,professor,flax,High,Unrelated,Transparent,Vowel
1,8,1,116,116,1,6,525,525,525,99,199,199,soften,hunt,High,Unrelated,Transparent,Vowel
1,8,1,149,149,1,6,629,629,629,100,200,200,fasten,sail,High,Unrelated,Transparent,Vowel
2,10,1,270,70,1,6,560,560,560,1,1,1,breadth,bread,Low,Related,Opaque,Consonant
2,10,1,323,123,1,6,525,525,525,2,2,2,hearth,hear,Low,Related,Opaque,Consonant
2,10,1,291,91,1,6,541,541,541,3,3,3,youth,you,Low,Related,Opaque,Consonant
1,10,1,161,161,1,6,874,874,874,4,4,4,kindling,kind,Low,Related,Opaque,Consonant
1,10,1,15,15,1,6,525,525,525,5,5,5,dumpling,dump,Low,Related,Opaque,Consonant
1,10,1,36,36,0,5,599.557,,715,6,6,6,random,ran,Low,Related,Opaque,Consonant
1,10,1,42,42,1,6,621,621,621,7,7,7,dearth,dear,Low,Related,Opaque,Consonant
2,10,1,259,59,1,6,638,638,638,8,8,8,career,car,Low,Related,Opaque,Vowel
2,10,1,384,184,0,5,599.557,,540,9,9,9,ratify,rat,Low,Related,Opaque,Vowel
2,10,1,269,69,1,6,680,680,680,10,10,10,factory,fact,Low,Related,Opaque,Vowel
2,10,1,381,181,1,6,659,659,659,11,11,11,pillory,pill,Low,Related,Opaque,Vowel
1,10,1,57,57,1,6,489,489,489,12,12,12,hickory,hick,Low,Related,Opaque,Vowel
1,10,1,75,75,0,5,599.557,,465,13,13,13,auditory,audit,Low,Related,Opaque,Vowel
1,10,1,110,110,1,6,750,750,750,14,14,14,testify,test,Low,Related,Opaque,Vowel
2,10,1,267,67,1,6,367,367,367,15,15,15,seedling,seed,Low,Related,Transparent,Consonant
2,10,1,215,15,1,6,507,507,507,16,16,16,warmth,warm,Low,Related,Transparent,Consonant
2,10,1,315,115,1,6,483,483,483,17,17,17,fourth,four,Low,Related,Transparent,Consonant
2,10,1,339,139,1,6,472,472,472,18,18,18,boyhood,boy,Low,Related,Transparent,Consonant
2,10,1,397,197,1,6,550,550,550,19,19,19,eleventh,eleven,Low,Related,Transparent,Consonant
2,10,1,261,61,1,6,509,509,509,20,20,20,sixth,six,Low,Related,Transparent,Consonant
2,10,1,396,196,1,6,446,446,446,21,21,21,duckling,duck,Low,Related,Transparent,Consonant
2,10,1,303,103,1,6,568,568,568,22,22,22,stardom,star,Low,Related,Transparent,Consonant
2,10,1,392,192,1,6,557,557,557,23,23,23,manhood,man,Low,Related,Transparent,Consonant
1,10,1,131,131,1,6,599.557,1132,1132,24,24,24,boredom,bore,Low,Related,Transparent,Consonant
1,10,1,64,64,1,6,600,600,600,25,25,25,tenth,ten,Low,Related,Transparent,Consonant
1,10,1,73,73,1,6,568,568,568,26,26,26,freedom,free,Low,Related,Transparent,Consonant
1,10,1,121,121,1,6,655,655,655,27,27,27,kingdom,king,Low,Related,Transparent,Consonant
1,10,1,170,170,1,6,850,850,850,28,28,28,sapling,sap,Low,Related,Transparent,Consonant
1,10,1,18,18,1,6,433,433,433,29,29,29,earthling,earth,Low,Related,Transparent,Consonant
1,10,1,8,8,1,6,469,469,469,30,30,30,growth,grow,Low,Related,Transparent,Consonant
1,10,1,25,25,0,5,599.557,,625,31,31,31,serfdom,serf,Low,Related,Transparent,Consonant
1,10,1,189,189,1,6,551,551,551,32,32,32,health,heal,Low,Related,Transparent,Consonant
2,10,1,249,49,1,6,419,419,419,33,33,33,cashier,cash,Low,Related,Transparent,Vowel
2,10,1,245,45,1,6,529,529,529,34,34,34,solidify,solid,Low,Related,Transparent,Vowel
2,10,1,332,132,1,6,495,495,495,35,35,35,fortify,fort,Low,Related,Transparent,Vowel
2,10,1,376,176,0,5,599.557,,665,36,36,36,profiteer,profit,Low,Related,Transparent,Vowel
2,10,1,312,112,1,6,562,562,562,37,37,37,directory,direct,Low,Related,Transparent,Vowel
2,10,1,207,7,1,6,528,528,528,38,38,38,armory,arm,Low,Related,Transparent,Vowel
2,10,1,379,179,1,6,522,522,522,39,39,39,acidify,acid,Low,Related,Transparent,Vowel
2,10,1,255,55,1,6,652,652,652,40,40,40,frontier,front,Low,Related,Transparent,Vowel
2,10,1,389,189,1,6,524,524,524,41,41,41,humidify,humid,Low,Related,Transparent,Vowel
1,10,1,184,184,1,6,529,529,529,42,42,42,classify,class,Low,Related,Transparent,Vowel
1,10,1,116,116,1,6,641,641,641,43,43,43,hotelier,hotel,Low,Related,Transparent,Vowel
1,10,1,7,7,1,6,505,505,505,44,44,44,marketeer,market,Low,Related,Transparent,Vowel
1,10,1,103,103,1,6,470,470,470,45,45,45,justify,just,Low,Related,Transparent,Vowel
1,10,1,90,90,1,6,644,644,644,46,46,46,courtier,court,Low,Related,Transparent,Vowel
1,10,1,72,72,0,5,599.557,,604,47,47,47,nullify,null,Low,Related,Transparent,Vowel
1,10,1,149,149,1,6,548,548,548,48,48,48,racketeer,racket,Low,Related,Transparent,Vowel
1,10,1,20,20,1,6,642,642,642,49,49,49,musketeer,musket,Low,Related,Transparent,Vowel
1,10,1,163,163,1,6,811,811,811,50,50,50,clothier,cloth,Low,Related,Transparent,Vowel
2,10,1,224,24,1,6,804,804,804,51,51,51,witness,wit,High,Related,Opaque,Consonant
1,10,1,70,70,1,6,763,763,763,52,52,52,imply,imp,High,Related,Opaque,Consonant
2,10,1,266,66,0,5,599.557,,607,53,53,53,listen,list,High,Related,Opaque,Vowel
2,10,1,325,125,0,5,599.557,,541,54,54,54,pastor,past,High,Related,Opaque,Vowel
2,10,1,223,23,1,6,469,469,469,55,55,55,banish,ban,High,Related,Opaque,Vowel
2,10,1,363,163,1,6,518,518,518,56,56,56,heathen,heath,High,Related,Opaque,Vowel
2,10,1,276,76,1,6,674,674,674,57,57,57,mister,mist,High,Related,Opaque,Vowel
2,10,1,212,12,0,5,599.557,,490,58,58,58,raptor,rapt,High,Related,Opaque,Vowel
1,10,1,61,61,1,6,482,482,482,59,59,59,flower,flow,High,Related,Opaque,Vowel
1,10,1,62,62,0,5,599.557,,630,60,60,60,traitor,trait,High,Related,Opaque,Vowel
1,10,1,107,107,1,6,824,824,824,61,61,61,limber,limb,High,Related,Opaque,Vowel
1,10,1,58,58,1,6,725,725,725,62,62,62,hunger,hung,High,Related,Opaque,Vowel
1,10,1,1,1,1,6,957,957,957,63,63,63,pollen,poll,High,Related,Opaque,Vowel
1,10,1,113,113,1,6,563,563,563,64,64,64,vanish,van,High,Related,Opaque,Vowel
2,10,1,209,9,1,6,489,489,489,65,65,65,helpless,help,High,Related,Transparent,Consonant
2,10,1,265,65,1,6,422,422,422,66,66,66,chiefly,chief,High,Related,Transparent,Consonant
2,10,1,272,72,1,6,552,552,552,67,67,67,strongly,strong,High,Related,Transparent,Consonant
2,10,1,378,178,1,6,410,410,410,68,68,68,deafness,deaf,High,Related,Transparent,Consonant
2,10,1,281,81,1,6,522,522,522,69,69,69,deadly,dead,High,Related,Transparent,Consonant
2,10,1,271,71,1,6,496,496,496,70,70,70,sickness,sick,High,Related,Transparent,Consonant
2,10,1,287,87,1,6,476,476,476,71,71,71,worthless,worth,High,Related,Transparent,Consonant
2,10,1,297,97,1,6,567,567,567,72,72,72,thankless,thank,High,Related,Transparent,Consonant
2,10,1,251,51,1,6,603,603,603,73,73,73,toothless,tooth,High,Related,Transparent,Consonant
1,10,1,34,34,1,6,562,562,562,74,74,74,weakness,weak,High,Related,Transparent,Consonant
1,10,1,180,180,1,6,503,503,503,75,75,75,greatly,great,High,Related,Transparent,Consonant
1,10,1,43,43,1,6,642,642,642,76,76,76,illness,ill,High,Related,Transparent,Consonant
1,10,1,179,179,1,6,579,579,579,77,77,77,calmness,calm,High,Related,Transparent,Consonant
1,10,1,152,152,1,6,514,514,514,78,78,78,deathlike,death,High,Related,Transparent,Consonant
1,10,1,135,135,1,6,599.557,1086,1086,79,79,79,waiflike,waif,High,Related,Transparent,Consonant
1,10,1,83,83,1,6,564,564,564,80,80,80,highly,high,High,Related,Transparent,Consonant
